T l'air à deux mètres du sol (°C),T ressentie au vent (°C),T du point de rosée (°C),Direction du vent (km/h),Vitesse du vent lors de la mesure (km/h),Vitesse du vent maximum sur la dernière heure (km/h),Humidité relative (%),Visibilité (Km),Datetime,Pression,Variation_pression_3h,Nebulosite,Degradation_meteo,Pluie_presence,Pluie_moyenne_par_heure,Intensite_pluie
13.3,13.0,9.9,OSO,7.4,13.0,80,10.0,2025-04-13 10:00:00,1008.8,1.6,8.0,0,0,0.0,Aucune
12.7,12.3,10.4,OSO,7.4,14.8,86,8.0,2025-04-13 09:00:00,1008.5,1.9,8.0,0,1,0.01,Faible
12.7,12.0,10.2,SO,9.3,14.8,85,10.0,2025-04-13 08:00:00,1007.9,2.1,8.0,0,0,0.0,Aucune
12.5,11.7,10.0,SO,9.3,16.7,85,9.0,2025-04-13 07:00:00,1007.2,2.1,8.0,0,0,0.0,Aucune
12.4,11.3,10.1,SO,11.1,20.4,86,11.0,2025-04-13 06:00:00,1006.6,1.5,8.0,0,0,0.0,Aucune
13.2,12.1,11.1,SO,13.0,22.2,87,16.0,2025-04-13 05:00:00,1005.8,0.9,8.0,0,0,0.0,Aucune
13.0,12.6,11.9,SSO,7.4,13.0,93,11.0,2025-04-13 04:00:00,1005.1,0.4,8.0,0,0,0.0,Aucune
13.1,13.1,11.7,SO,5.6,16.7,91,15.0,2025-04-13 03:00:00,1005.1,0.6,8.0,0,0,0.0,Aucune
13.3,12.7,12.0,SO,9.3,16.7,92,21.0,2025-04-13 02:00:00,1004.9,0.7,8.0,0,0,0.0,Aucune
13.3,12.7,11.9,SO,9.3,18.5,91,25.0,2025-04-13 01:00:00,1004.7,0.7,8.0,0,0,0.0,Aucune
13.2,12.6,12.3,SO,9.3,14.8,94,21.0,2025-04-13 00:00:00,1004.5,0.4,8.0,0,1,0.33,Faible
13.9,13.9,9.3,SE,5.6,11.1,74,20.0,2025-04-14 23:00:00,998.7,-1.9,6.0,0,0,0.0,Aucune
14.1,14.1,9.3,E,5.6,11.1,73,25.0,2025-04-14 22:00:00,999.2,-2.0,6.0,1,0,0.0,Aucune
15.0,15.0,9.1,E,5.6,11.1,68,20.0,2025-04-14 21:00:00,999.9,-1.4,6.0,0,0,0.0,Aucune
15.8,15.8,8.5,E,7.4,11.1,62,20.0,2025-04-14 20:00:00,1000.5,-1.7,6.0,0,0,0.0,Aucune
16.8,16.8,7.7,E,3.7,9.3,55,20.0,2025-04-14 19:00:00,1001.1,-1.8,6.0,0,0,0.0,Aucune
18.1,18.1,7.8,E,5.6,13.0,51,35.0,2025-04-14 18:00:00,1001.3,-2.4,6.0,1,0,0.0,Aucune
18.6,18.6,7.1,E,7.4,14.8,47,20.0,2025-04-14 17:00:00,1002.1,-2.6,6.0,1,0,0.0,Aucune
20.0,20.0,6.7,ESE,9.3,14.8,42,20.0,2025-04-14 16:00:00,1002.8,-3.1,6.0,1,0,0.0,Aucune
20.1,20.1,6.8,SE,7.4,18.5,42,19.0,2025-04-14 15:00:00,1003.6,-3.3,6.0,1,0,0.0,Aucune
19.3,19.3,6.7,SSO,9.3,16.7,44,20.0,2025-04-14 14:00:00,1004.8,-3.0,7.0,1,0,0.0,Aucune
18.2,18.2,7.3,S,9.3,16.7,49,20.0,2025-04-14 13:00:00,,-2.4,7.0,0,0,0.0,Aucune
16.9,16.9,6.4,SSE,5.6,13.0,50,19.0,2025-04-14 12:00:00,1007.1,-2.0,7.0,1,0,0.0,Aucune
15.9,15.9,6.6,SE,7.4,11.1,54,20.0,2025-04-14 11:00:00,1007.9,-1.5,7.0,0,0,0.0,Aucune
16.0,16.0,6.1,SE,5.6,14.8,52,20.0,2025-04-14 10:00:00,1008.5,-1.0,7.0,0,0,0.0,Aucune
13.9,13.9,8.7,S,5.6,11.1,71,15.0,2025-04-14 09:00:00,1009.2,-0.6,7.0,0,0,0.0,Aucune
11.5,11.5,8.4,SSE,1.9,5.6,81,15.0,2025-04-14 08:00:00,1009.6,-0.4,7.0,0,0,0.0,Aucune
8.3,8.3,7.2,ESE,3.7,5.6,93,10.0,2025-04-14 07:00:00,1009.8,-0.2,7.0,0,0,0.0,Aucune
7.3,7.3,7.0,NNO,0.0,3.7,98,10.0,2025-04-14 06:00:00,1010.1,-0.1,7.0,0,1,0.07,Faible
5.5,5.5,5.1,NNO,0.0,3.7,97,3.2,2025-04-14 05:00:00,1010.2,0.0,4.0,0,0,0.0,Aucune
5.8,5.8,5.4,SSE,1.9,3.7,97,0.8,2025-04-14 04:00:00,1010.1,-0.3,3.0,0,0,0.0,Aucune
6.7,6.7,6.1,S,1.9,3.7,96,11.0,2025-04-14 03:00:00,1010.2,-0.4,,0,0,0.0,Aucune
7.0,7.0,6.3,SSE,1.9,3.7,95,12.0,2025-04-14 02:00:00,1010.2,0.1,,0,0,0.0,Aucune
8.0,8.0,6.5,O,1.9,3.7,90,17.0,2025-04-14 01:00:00,1010.3,0.4,,0,0,0.0,Aucune
9.4,9.4,7.0,O,3.7,7.4,85,15.0,2025-04-14 00:00:00,1010.5,0.4,2.0,0,0,0.0,Aucune
10.4,9.6,4.7,SO,7.4,11.1,68,50.0,2025-04-15 23:00:00,1004.4,1.2,8.0,0,0,0.0,Aucune
10.6,10.3,4.7,SSO,5.6,11.1,67,50.0,2025-04-15 22:00:00,1004.4,2.5,8.0,0,0,0.0,Aucune
10.7,10.0,4.2,SO,7.4,16.7,64,25.0,2025-04-15 21:00:00,1003.5,2.6,1.0,0,0,0.0,Aucune
12.1,11.6,4.1,SO,7.4,20.4,58,55.0,2025-04-15 20:00:00,1003.1,3.1,,0,0,0.0,Aucune
12.9,12.5,5.1,SO,7.4,22.2,59,25.0,2025-04-15 19:00:00,1001.8,2.1,2.0,0,0,0.0,Aucune
14.4,13.4,4.9,SO,14.8,29.6,53,8.0,2025-04-15 18:00:00,1000.7,1.3,,0,0,0.01,Faible
15.6,14.8,6.0,SSO,14.8,27.8,53,25.0,2025-04-15 17:00:00,999.8,0.8,4.0,0,0,0.0,Aucune
15.5,14.7,6.5,SSO,14.8,25.9,55,25.0,2025-04-15 16:00:00,999.5,0.7,7.0,0,0,0.0,Aucune
15.5,14.6,7.8,SSO,16.7,29.6,60,26.0,2025-04-15 15:00:00,999.3,1.3,8.0,0,1,0.01,Faible
15.5,14.9,9.2,SSO,13.0,29.6,66,25.0,2025-04-15 14:00:00,,1.2,7.0,0,0,0.0,Aucune
16.1,15.6,10.8,SSO,13.0,22.2,71,25.0,2025-04-15 13:00:00,998.8,1.0,7.0,0,1,0.01,Faible
17.0,16.9,10.4,SSO,11.1,20.4,65,28.0,2025-04-15 12:00:00,,0.4,7.0,0,0,0.0,Aucune
17.7,17.7,10.3,SSO,11.1,20.4,62,20.0,2025-04-15 11:00:00,997.7,0.1,7.0,0,0,0.0,Aucune
17.1,17.1,10.5,S,9.3,16.7,65,20.0,2025-04-15 10:00:00,997.7,0.0,4.0,0,0,0.0,Aucune
16.4,16.4,11.8,S,5.6,13.0,74,21.0,2025-04-15 09:00:00,997.6,0.1,4.0,0,0,0.0,Aucune
14.1,13.9,11.1,S,7.4,11.1,82,20.0,2025-04-15 08:00:00,997.8,0.7,7.0,0,0,0.0,Aucune
12.8,12.8,11.4,S,3.7,9.3,91,14.0,2025-04-15 07:00:00,997.9,0.9,7.0,0,0,0.0,Aucune
12.5,12.4,11.6,SSO,5.6,13.0,94,9.0,2025-04-15 06:00:00,997.6,0.7,8.0,0,1,0.13,Faible
12.3,12.3,11.4,SSO,3.7,7.4,94,9.0,2025-04-15 05:00:00,997.1,0.2,7.0,0,1,0.2,Faible
13.1,13.1,12.0,O,3.7,13.0,93,6.0,2025-04-15 04:00:00,,-0.3,7.0,0,1,0.2,Faible
14.4,14.3,11.4,SSO,7.4,13.0,82,30.0,2025-04-15 03:00:00,996.8,-1.2,8.0,0,0,0.0,Aucune
14.3,14.3,10.9,S,5.6,9.3,80,40.0,2025-04-15 02:00:00,996.8,-1.8,8.0,0,0,0.0,Aucune
13.8,13.8,10.0,SSE,3.7,7.4,78,40.0,2025-04-15 01:00:00,997.3,-1.9,8.0,0,0,0.0,Aucune
13.7,13.7,9.5,SSE,3.7,9.3,76,20.0,2025-04-15 00:00:00,998.1,-1.9,7.0,0,0,0.0,Aucune
8.4,8.4,4.4,E,1.9,3.7,76,40.0,2025-04-16 23:00:00,1012.1,0.0,6.0,0,0,0.0,Aucune
8.8,8.8,4.6,S,1.9,3.7,75,35.0,2025-04-16 22:00:00,1012.1,0.4,6.0,0,0,0.0,Aucune
9.0,9.0,4.4,SE,1.9,3.7,73,30.0,2025-04-16 21:00:00,,0.8,5.0,0,0,0.0,Aucune
10.0,10.0,4.4,ESE,1.9,9.3,68,30.0,2025-04-16 20:00:00,1012.1,1.3,6.0,0,0,0.0,Aucune
10.9,10.6,4.1,SSE,5.6,11.1,63,30.0,2025-04-16 19:00:00,1011.6,0.9,5.0,0,0,0.0,Aucune
12.0,11.9,4.2,SSE,5.6,11.1,59,30.0,2025-04-16 18:00:00,1011.1,0.5,7.0,0,0,0.0,Aucune
12.8,12.4,3.2,SE,7.4,13.0,52,30.0,2025-04-16 17:00:00,1010.7,0.0,7.0,0,0,0.0,Aucune
13.0,12.6,3.6,SE,7.4,13.0,53,30.0,2025-04-16 16:00:00,1010.7,0.1,7.0,0,0,0.0,Aucune
13.2,12.9,3.5,SE,7.4,20.4,52,30.0,2025-04-16 15:00:00,1010.5,-0.2,7.0,0,0,0.0,Aucune
13.2,13.2,3.5,SSE,5.6,9.3,52,30.0,2025-04-16 14:00:00,1010.6,-0.1,7.0,0,0,0.0,Aucune
13.0,13.0,2.5,S,5.6,13.0,49,30.0,2025-04-16 13:00:00,1010.6,0.2,7.0,0,0,0.0,Aucune
12.6,12.6,3.0,SSO,5.6,13.0,52,30.0,2025-04-16 12:00:00,1010.8,0.5,7.0,0,0,0.0,Aucune
11.7,11.7,3.2,SSO,3.7,11.1,56,30.0,2025-04-16 11:00:00,1010.8,1.1,7.0,0,0,0.0,Aucune
10.7,10.4,3.9,SO,5.6,11.1,63,30.0,2025-04-16 10:00:00,1010.4,1.3,7.0,0,0,0.0,Aucune
9.5,9.0,4.1,OSO,5.6,11.1,69,30.0,2025-04-16 09:00:00,1010.4,2.0,7.0,0,0,0.0,Aucune
8.7,8.1,3.7,OSO,5.6,11.1,71,30.0,2025-04-16 08:00:00,1009.8,2.9,7.0,0,0,0.0,Aucune
7.9,7.2,3.7,O,5.6,11.1,75,19.0,2025-04-16 07:00:00,1009.2,2.5,7.0,0,0,0.0,Aucune
7.8,7.1,3.8,O,5.6,11.1,76,25.0,2025-04-16 05:00:00,1006.9,0.9,8.0,0,0,0.0,Aucune
8.1,6.9,4.3,O,7.4,13.0,77,50.0,2025-04-16 04:00:00,1006.7,1.4,7.0,0,0,0.0,Aucune
8.8,8.2,4.8,SO,5.6,14.8,76,50.0,2025-04-16 03:00:00,1006.6,1.6,8.0,0,0,0.0,Aucune
9.2,8.2,5.0,OSO,7.4,13.0,75,50.0,2025-04-16 02:00:00,1005.9,1.5,8.0,0,0,0.0,Aucune
9.6,9.1,5.2,SO,5.6,11.1,74,50.0,2025-04-16 01:00:00,1005.2,0.8,7.0,0,0,0.0,Aucune
10.1,9.7,5.1,SO,5.6,11.1,71,55.0,2025-04-16 00:00:00,1004.9,1.4,8.0,0,0,0.0,Aucune
8.1,8.1,5.4,SSE,3.7,7.4,83,20.0,2025-04-17 23:00:00,1015.8,0.8,0.0,0,0,0.0,Aucune
8.7,8.7,5.3,S,3.7,9.3,79,20.0,2025-04-17 22:00:00,1015.7,1.1,0.0,0,0,0.0,Aucune
10.0,9.6,5.0,SSE,5.6,9.3,71,20.0,2025-04-17 21:00:00,1015.3,1.3,0.0,0,0,0.0,Aucune
10.9,10.9,3.7,SE,3.7,7.4,61,20.0,2025-04-17 20:00:00,1014.9,1.3,2.0,0,0,0.0,Aucune
12.2,12.2,2.3,SSE,1.9,7.4,51,20.0,2025-04-17 19:00:00,1014.4,1.1,2.0,0,0,0.0,Aucune
14.1,14.1,2.3,SE,3.7,9.3,45,40.0,2025-04-17 18:00:00,1013.8,0.8,,0,0,0.0,Aucune
15.1,15.1,1.9,E,5.6,11.1,41,35.0,2025-04-17 17:00:00,1013.4,0.6,3.0,0,0,0.0,Aucune
15.7,15.7,3.1,ESE,5.6,14.8,43,20.0,2025-04-17 16:00:00,1013.2,0.4,6.0,0,0,0.0,Aucune
15.2,15.2,3.0,ESE,5.6,13.0,44,20.0,2025-04-17 15:00:00,,0.5,7.0,0,0,0.0,Aucune
15.3,15.3,1.8,E,7.4,14.8,40,40.0,2025-04-17 14:00:00,1012.8,0.4,7.0,0,0,0.0,Aucune
14.9,14.6,1.4,E,9.3,16.7,40,16.0,2025-04-17 13:00:00,1012.8,0.5,7.0,0,0,0.0,Aucune
15.3,15.1,1.4,ENE,9.3,16.7,39,14.0,2025-04-17 12:00:00,1012.5,0.2,6.0,0,0,0.0,Aucune
15.6,15.6,1.7,NE,7.4,16.7,39,16.0,2025-04-17 11:00:00,1012.4,0.1,4.0,0,0,0.0,Aucune
14.6,14.6,3.7,N,5.6,13.0,48,16.0,2025-04-17 10:00:00,1012.3,0.1,4.0,0,0,0.0,Aucune
13.6,13.6,6.0,NE,5.6,11.1,60,16.0,2025-04-17 09:00:00,1012.3,0.2,2.0,0,0,0.0,Aucune
12.0,11.9,6.1,ENE,5.6,9.3,67,16.0,2025-04-17 08:00:00,1012.4,0.4,2.0,0,0,0.0,Aucune
10.4,10.4,6.3,E,1.9,3.7,76,16.0,2025-04-17 07:00:00,1012.4,0.4,2.0,0,0,0.0,Aucune
5.3,5.3,4.9,NNO,0.0,1.9,97,30.0,2025-04-17 06:00:00,1012.5,0.7,2.0,0,0,0.0,Aucune
4.5,4.5,3.9,NNO,0.0,3.7,96,30.0,2025-04-17 05:00:00,1012.3,0.4,2.0,0,0,0.0,Aucune
4.1,4.1,3.2,NO,1.9,1.9,94,30.0,2025-04-17 04:00:00,1012.2,0.4,2.0,0,0,0.0,Aucune
5.5,5.5,4.1,OSO,1.9,3.7,91,28.0,2025-04-17 03:00:00,1011.7,-0.2,7.0,0,0,0.0,Aucune
6.4,6.4,4.6,E,1.9,3.7,88,27.0,2025-04-17 02:00:00,1011.8,-0.4,7.0,0,0,0.0,Aucune
7.6,7.6,5.1,NNO,0.0,3.7,84,30.0,2025-04-17 01:00:00,1011.7,-0.5,7.0,0,0,0.0,Aucune
8.4,8.4,4.6,SO,1.9,3.7,77,30.0,2025-04-17 00:00:00,1011.8,-0.2,7.0,0,0,0.0,Aucune
11.3,10.3,5.0,ESE,9.3,18.5,65,50.0,2025-04-18 23:00:00,1008.3,-0.9,4.0,0,0,0.0,Aucune
12.2,10.9,4.9,ESE,13.0,22.2,61,25.0,2025-04-18 22:00:00,1008.4,-0.9,7.0,0,0,0.0,Aucune
13.0,11.8,4.9,ESE,13.0,24.1,58,25.0,2025-04-18 21:00:00,1008.7,-0.9,7.0,0,0,0.0,Aucune
13.8,12.8,4.4,ESE,13.0,20.4,53,25.0,2025-04-18 20:00:00,1009.1,-0.6,7.0,0,0,0.0,Aucune
15.0,14.5,4.4,ESE,11.1,18.5,49,25.0,2025-04-18 19:00:00,1009.2,-0.9,7.0,0,0,0.0,Aucune
16.1,16.0,3.5,SE,9.3,18.5,43,50.0,2025-04-18 18:00:00,1009.5,-1.0,7.0,0,0,0.0,Aucune
16.9,16.8,3.6,ESE,11.1,22.2,41,25.0,2025-04-18 17:00:00,1009.6,-1.6,7.0,0,0,0.0,Aucune
17.7,17.7,3.6,SE,9.3,18.5,39,25.0,2025-04-18 16:00:00,,-2.1,7.0,0,0,0.0,Aucune
17.9,17.9,3.7,SE,9.3,18.5,39,25.0,2025-04-18 15:00:00,1010.5,-2.1,7.0,0,0,0.0,Aucune
18.1,18.1,4.3,SSE,9.3,25.9,40,25.0,2025-04-18 14:00:00,1011.2,-2.2,4.0,0,0,0.0,Aucune
17.4,17.4,4.3,ESE,11.1,20.4,42,25.0,2025-04-18 13:00:00,1012.1,-2.3,3.0,0,0,0.0,Aucune
16.9,16.8,3.6,SE,11.1,20.4,41,25.0,2025-04-18 12:00:00,1012.6,-2.1,2.0,0,0,0.0,Aucune
17.0,17.0,3.6,SSE,9.3,16.7,41,15.0,2025-04-18 11:00:00,1013.4,-1.6,1.0,0,0,0.0,Aucune
16.0,15.9,3.4,S,9.3,16.7,43,25.0,2025-04-18 10:00:00,1014.5,-0.8,1.0,0,0,0.0,Aucune
14.2,14.0,5.8,S,7.4,14.8,57,25.0,2025-04-18 09:00:00,1014.8,-0.6,1.0,0,0,0.0,Aucune
11.6,11.0,5.7,S,7.4,11.1,67,10.0,2025-04-18 08:00:00,1015.2,-0.2,1.0,0,0,0.0,Aucune
9.2,8.7,5.2,S,5.6,9.3,76,15.0,2025-04-18 07:00:00,1015.5,-0.1,0.0,0,0,0.0,Aucune
6.9,6.0,4.6,SSE,5.6,9.3,85,18.0,2025-04-18 06:00:00,1015.7,0.2,1.0,0,0,0.0,Aucune
5.2,5.2,3.8,SSE,3.7,11.1,91,15.0,2025-04-18 05:00:00,1015.7,-0.2,0.0,0,0,0.0,Aucune
5.7,4.7,4.2,S,5.6,9.3,90,15.0,2025-04-18 04:00:00,1015.8,-0.3,0.0,0,0,0.0,Aucune
5.9,5.9,4.4,S,3.7,7.4,90,15.0,2025-04-18 03:00:00,1015.6,-0.5,,0,0,0.0,Aucune
6.1,6.1,4.6,SE,3.7,9.3,90,14.0,2025-04-18 02:00:00,1015.9,0.0,,0,0,0.0,Aucune
6.5,6.5,4.8,SE,1.9,9.3,89,14.0,2025-04-18 01:00:00,1016.1,0.3,,0,0,0.0,Aucune
7.0,7.0,5.0,ESE,3.7,7.4,87,20.0,2025-04-18 00:00:00,,0.6,1.0,0,0,0.0,Aucune
13.5,13.5,11.9,E,3.7,7.4,90,9.0,2025-04-19 23:00:00,1002.9,0.4,8.0,0,1,0.2,Faible
13.8,13.8,11.8,E,3.7,9.3,88,26.0,2025-04-19 22:00:00,1002.4,0.0,7.0,0,0,0.0,Aucune
13.9,13.9,12.3,NE,5.6,9.3,90,19.0,2025-04-19 21:00:00,1002.4,-0.3,8.0,0,1,0.67,Faible
14.0,13.8,12.6,NE,7.4,11.1,91,28.0,2025-04-19 20:00:00,1002.5,0.3,8.0,0,0,0.0,Aucune
14.1,13.9,12.8,NE,7.4,13.0,92,17.0,2025-04-19 19:00:00,1002.4,-0.1,8.0,0,1,2.0,Faible
14.7,14.1,12.2,ESE,11.1,18.5,85,5.0,2025-04-19 18:00:00,1002.7,0.1,8.0,0,1,0.27,Faible
18.4,18.4,9.5,E,11.1,14.8,56,35.0,2025-04-19 17:00:00,,-1.3,7.0,0,0,0.0,Aucune
18.6,18.6,9.1,E,9.3,14.8,54,25.0,2025-04-19 16:00:00,1002.3,-1.4,6.0,0,0,0.0,Aucune
18.9,18.9,9.1,NE,7.4,13.0,53,24.0,2025-04-19 15:00:00,1002.4,-1.4,5.0,0,0,0.0,Aucune
16.4,16.4,9.3,E,9.3,14.8,63,25.0,2025-04-19 14:00:00,1003.4,-1.1,7.0,0,0,0.0,Aucune
15.9,15.8,8.1,E,9.3,14.8,60,25.0,2025-04-19 13:00:00,1003.9,-1.0,7.0,0,0,0.0,Aucune
16.1,16.1,8.3,ENE,7.4,13.0,60,25.0,2025-04-19 12:00:00,,-1.1,7.0,0,0,0.0,Aucune
14.8,14.7,7.6,E,7.4,11.1,62,25.0,2025-04-19 11:00:00,1004.6,-0.5,7.0,0,0,0.0,Aucune
13.3,13.3,6.9,E,5.6,9.3,65,25.0,2025-04-19 10:00:00,,-0.2,7.0,0,0,0.0,Aucune
12.1,12.0,6.2,E,5.6,9.3,67,25.0,2025-04-19 09:00:00,1005.2,-0.2,7.0,0,0,0.0,Aucune
11.8,11.6,5.9,E,5.6,11.1,67,25.0,2025-04-19 08:00:00,1005.2,-0.1,6.0,0,0,0.0,Aucune
9.1,8.1,5.1,E,7.4,13.0,76,23.0,2025-04-19 07:00:00,1005.3,-0.3,8.0,0,0,0.0,Aucune
8.8,7.3,5.0,E,9.3,14.8,77,25.0,2025-04-19 06:00:00,1005.6,-0.7,4.0,0,0,0.0,Aucune
8.3,7.1,4.5,E,7.4,14.8,77,25.0,2025-04-19 05:00:00,1005.5,-1.3,3.0,0,0,0.0,Aucune
8.9,7.4,4.5,E,9.3,13.0,74,25.0,2025-04-19 04:00:00,1005.7,-1.4,6.0,0,0,0.0,Aucune
9.5,8.6,4.5,E,7.4,14.8,71,50.0,2025-04-19 03:00:00,1006.2,-1.6,8.0,0,0,0.0,Aucune
9.9,8.6,4.3,ESE,9.3,14.8,68,55.0,2025-04-19 02:00:00,1006.7,-1.6,8.0,0,0,0.0,Aucune
10.2,9.0,4.3,E,9.3,18.5,67,55.0,2025-04-19 01:00:00,,-1.4,8.0,0,0,0.0,Aucune
10.7,9.6,4.6,E,9.3,16.7,66,25.0,2025-04-19 00:00:00,1007.8,-1.0,6.0,0,0,0.0,Aucune
9.9,9.0,8.5,E,7.4,11.1,91,12.0,2025-04-20 23:00:00,1006.2,-0.7,7.0,0,0,0.0,Aucune
10.1,9.7,8.9,E,5.6,11.1,92,12.0,2025-04-20 22:00:00,1006.4,0.1,7.0,0,0,0.0,Aucune
10.0,9.6,8.9,E,5.6,16.7,93,55.0,2025-04-20 21:00:00,1006.6,1.0,7.0,0,1,0.33,Faible
10.4,9.2,8.5,ESE,9.3,20.4,88,25.0,2025-04-20 20:00:00,1006.9,1.3,7.0,0,1,0.6,Faible
12.9,11.9,6.5,S,11.1,16.7,65,25.0,2025-04-20 19:00:00,1006.2,0.5,7.0,0,1,0.01,Faible
13.9,13.7,5.8,S,7.4,18.5,58,60.0,2025-04-20 18:00:00,1005.5,-0.2,6.0,0,0,0.01,Faible
14.6,14.5,7.2,SE,7.4,13.0,61,45.0,2025-04-20 17:00:00,1005.4,-0.1,7.0,0,0,0.0,Aucune
15.1,15.1,8.1,S,5.6,14.8,63,35.0,2025-04-20 16:00:00,1005.6,-0.1,7.0,0,0,0.0,Aucune
15.3,15.3,7.1,SSO,7.4,27.8,58,30.0,2025-04-20 15:00:00,1005.6,-0.2,6.0,0,1,0.01,Faible
14.9,14.9,7.7,E,7.4,14.8,62,45.0,2025-04-20 14:00:00,1005.5,-0.6,8.0,0,0,0.0,Aucune
15.3,15.3,7.3,SE,7.4,14.8,59,19.0,2025-04-20 13:00:00,1005.7,-0.4,8.0,0,0,0.0,Aucune
14.7,14.6,6.8,SE,7.4,14.8,59,15.0,2025-04-20 12:00:00,1005.8,-0.3,7.0,0,0,0.0,Aucune
13.7,13.5,6.1,SE,7.4,14.8,60,19.0,2025-04-20 11:00:00,1006.2,0.5,7.0,0,0,0.0,Aucune
13.7,13.5,6.8,S,7.4,14.8,63,40.0,2025-04-20 10:00:00,1006.2,1.0,7.0,0,0,0.0,Aucune
11.3,10.7,6.4,SSO,7.4,13.0,72,26.0,2025-04-20 09:00:00,1006.3,1.5,,0,0,0.0,Aucune
10.7,10.4,6.3,S,5.6,11.1,74,29.0,2025-04-20 08:00:00,1005.8,2.0,,0,0,0.0,Aucune
10.8,10.1,7.1,SSO,7.4,13.0,78,35.0,2025-04-20 07:00:00,1005.3,2.3,7.0,0,0,0.0,Aucune
10.5,9.7,7.9,S,7.4,11.1,84,55.0,2025-04-20 06:00:00,1004.8,2.3,8.0,0,1,0.01,Faible
10.9,10.2,8.6,SSO,7.4,18.5,86,55.0,2025-04-20 05:00:00,1003.7,1.3,8.0,0,0,0.0,Aucune
12.2,12.1,11.1,SSE,5.6,11.1,93,20.0,2025-04-20 04:00:00,1002.9,0.2,7.0,0,0,0.0,Aucune
12.5,12.1,11.6,E,7.4,13.0,94,24.0,2025-04-20 03:00:00,1002.4,0.1,8.0,0,1,0.33,Faible
12.6,11.8,11.5,E,9.3,16.7,93,27.0,2025-04-20 02:00:00,1002.4,-0.6,8.0,0,1,1.0,Faible
13.6,13.6,11.1,SE,5.6,11.1,85,19.0,2025-04-20 01:00:00,1002.6,0.2,8.0,0,1,0.01,Faible
13.2,13.2,11.6,ENE,5.6,7.4,90,15.0,2025-04-20 00:00:00,1002.4,0.0,8.0,0,1,0.07,Faible
9.4,9.4,8.6,SO,1.9,3.7,95,0.2,2025-04-21 23:00:00,1016.8,1.1,0.0,0,0,0.0,Aucune
10.7,10.7,9.9,SSO,1.9,5.6,95,6.0,2025-04-21 22:00:00,1016.4,1.4,2.0,0,0,0.0,Aucune
11.4,11.4,10.5,SO,3.7,5.6,94,15.0,2025-04-21 21:00:00,1015.9,1.5,7.0,0,1,0.67,Faible
11.4,11.4,10.5,SSO,3.7,5.6,94,9.0,2025-04-21 20:00:00,1015.6,1.7,7.0,0,1,0.2,Faible
11.4,11.4,10.1,S,1.9,14.8,92,20.0,2025-04-21 19:00:00,1014.9,1.5,8.0,0,1,2.0,Faible
12.8,12.8,10.7,O,3.7,7.4,87,25.0,2025-04-21 18:00:00,1014.4,1.4,8.0,0,1,0.07,Faible
14.1,14.1,9.5,NNO,3.7,13.0,74,15.0,2025-04-21 17:00:00,1013.8,1.1,8.0,0,1,0.2,Faible
15.2,15.2,8.9,OSO,7.4,13.0,66,45.0,2025-04-21 16:00:00,1013.3,1.0,8.0,0,0,0.0,Aucune
15.3,15.3,8.8,OSO,5.6,11.1,65,45.0,2025-04-21 15:00:00,1012.9,1.2,8.0,0,0,0.0,Aucune
14.0,14.0,8.4,O,3.7,13.0,69,45.0,2025-04-21 14:00:00,1012.7,1.5,8.0,0,0,0.0,Aucune
14.1,13.9,8.3,ONO,7.4,13.0,68,40.0,2025-04-21 13:00:00,1012.3,1.8,8.0,0,0,0.0,Aucune
13.6,13.3,8.8,O,7.4,14.8,73,40.0,2025-04-21 12:00:00,1011.7,2.0,8.0,0,0,0.0,Aucune
12.4,11.6,7.9,O,9.3,13.0,74,50.0,2025-04-21 11:00:00,1011.3,2.3,8.0,0,0,0.0,Aucune
13.3,13.3,8.8,ONO,5.6,11.1,74,40.0,2025-04-21 10:00:00,1010.5,2.4,8.0,0,0,0.0,Aucune
11.4,10.8,9.5,ONO,7.4,14.8,88,30.0,2025-04-21 09:00:00,1009.8,2.1,8.0,0,1,0.67,Faible
10.2,9.8,9.6,ONO,5.6,11.1,96,6.0,2025-04-21 08:00:00,,1.8,8.0,0,1,2.0,Faible
9.9,9.5,9.4,O,5.6,7.4,97,3.4,2025-04-21 07:00:00,1008.2,1.6,8.0,0,1,0.2,Faible
9.6,9.6,9.1,SO,1.9,5.6,97,6.0,2025-04-21 06:00:00,1007.7,1.3,8.0,0,1,0.07,Faible
9.4,9.4,8.9,NNO,0.0,3.7,97,10.0,2025-04-21 05:00:00,1007.2,0.9,7.0,0,1,0.01,Faible
9.5,9.5,9.0,E,1.9,3.7,97,12.0,2025-04-21 04:00:00,1006.6,0.5,7.0,0,1,0.2,Faible
9.6,9.6,8.8,E,1.9,7.4,95,9.0,2025-04-21 03:00:00,1006.4,0.4,8.0,0,1,0.07,Faible
9.7,9.7,8.6,E,3.7,7.4,93,2.2,2025-04-21 02:00:00,1006.3,0.1,8.0,0,1,0.2,Faible
9.8,9.8,8.4,ESE,3.7,7.4,91,55.0,2025-04-21 01:00:00,1006.1,-0.3,8.0,0,0,0.0,Aucune
9.6,9.1,8.4,ESE,5.6,9.3,92,12.0,2025-04-21 00:00:00,,-0.6,7.0,0,0,0.0,Aucune
11.2,11.0,9.6,SO,5.6,11.1,90,19.0,2025-04-22 23:00:00,1019.3,0.0,,0,0,0.0,Aucune
12.2,12.1,10.1,SSO,5.6,11.1,87,25.0,2025-04-22 22:00:00,1019.5,0.4,7.0,0,0,0.0,Aucune
