Date,Heure,T l'air à deux mètres du sol (°C),T ressentie au vent (°C),T du point de rosée (°C),Direction du vent (km/h),Vitesse du vent lors de la mesure (km/h),Vitesse moyenne du vent sur la dernière heure (km/h),Vitesse du vent maximum sur la dernière heure (km/h),Humidité relative (%),Pression atmosphérique ramenée au niveau de la mer (hPa),Visibilité (Km),Nebulosité (octa),Précipitations (mm/heure(s)),Conditions observées à la station
2025-02-Mer. 19,01:00,1.9,1.9,-2.4,E,3.7,--,11.1,73,1018.2(0.3/3h),12,7/8,0/1h,--
2025-02-Mer. 19,00:00,2.6,0.5,-2.5,E,7.4,--,11.1,69,1018.1(-0.1/3h),12,7/8,0/3h0/6h,--
2025-02-Jeu. 20,23:00,12.0,12.0,9.4,S,3.7,--,5.6,84,1023(0.2/3h),11,8/8,0/1h,--
2025-02-Jeu. 20,22:00,12.2,12.2,9.4,SSO,3.7,--,9.3,83,1022.8(-0.2/3h),20,7/8,0/1h,--
2025-02-Jeu. 20,21:00,12.3,12.2,9.5,S,5.6,--,9.3,83,1022.6(-0.4/3h),20,5/8,0/3h,--
2025-02-Jeu. 20,20:00,12.1,12,9.7,S,5.6,--,9.3,85,1022.8(0.0/3h),14,7/8,0/1h,--
2025-02-Jeu. 20,19:00,12.6,12.6,10.3,S,5.6,--,9.3,86,1023(0.1/3h),20,7/8,0/1h,--
2025-02-Jeu. 20,18:00,12.6,12.6,10.8,S,3.7,--,9.3,89,1023(0.3/3h),20,7/8,1/3h1/12h,Etat du ciel inchangé
2025-02-Jeu. 20,17:00,12.9,12.9,11.3,S,3.7,--,7.4,90,1022.8(0.3/3h),20,7/8,0.4/1h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-02-Jeu. 20,16:00,13.1,13.1,11.5,SSE,3.7,--,11.1,90,1022.9(0.0/3h),10,7/8,0.8/1h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-02-Jeu. 20,15:00,14.1,13.9,11.1,S,7.4,--,13.0,82,1022.6(-0.6/3h),20,7/8,trace/3h,--
2025-02-Jeu. 20,14:00,14.2,14,10.4,S,7.4,--,11.1,78,1022.4(-1.2/3h),20,7/8,0/1h,--
2025-02-Jeu. 20,13:00,13.2,13.2,9.8,S,5.6,--,13.0,80,1022.9(-0.4/3h),20,7/8,0/1h,--
2025-02-Jeu. 20,12:00,12.5,11.7,9.1,SSO,9.3,--,14.8,80,1023.3(0.3/3h),15,7/8,0/3h0.2/6h,--
2025-02-Jeu. 20,11:00,10.9,9.8,8.5,S,9.3,--,13.0,85,1023.8(0.5/3h),15,8/8,0/1h,--
2025-02-Jeu. 20,10:00,9.5,8.2,7.8,SSO,9.3,--,13.0,89,1023.4(0.9/3h),10,8/8,0/1h,--
2025-02-Jeu. 20,09:00,8.2,7,7.3,S,7.4,--,14.8,94,1023.2(0.9/3h),6,8/8,0.2/3h,--
2025-02-Jeu. 20,08:00,7.6,6.3,7.0,SSO,7.4,--,13.0,96,1023.4(1.6/3h),7,8/8,0/1h,--
2025-02-Jeu. 20,07:00,7.2,6.4,6.9,S,5.6,--,9.3,98,1022.6(1.2/3h),3.7,8/8,0.2/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-02-Jeu. 20,05:00,6.8,6.8,6.2,S,3.7,--,7.4,96,1021.8(0.1/3h),4.8,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-02-Jeu. 20,04:00,7.6,7.6,7.0,S,3.7,--,7.4,96,1021.4(-0.1/3h),4.3,7/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-02-Jeu. 20,03:00,7.6,7.6,7.0,SSO,3.7,--,11.1,96,1021.5(0.2/3h),4.3,8/8,0/3h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-02-Jeu. 20,02:00,7.9,7.2,7.3,SO,5.6,--,11.1,96,1021.7(0.7/3h),3.7,7/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-02-Jeu. 20,01:00,8.0,7.3,6.8,S,5.6,--,7.4,92,1021.5(1.0/3h),0.5,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, mais le ciel est visible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-02-Jeu. 20,00:00,8.5,8.5,7.1,S,3.7,--,5.6,91,1021.2(0.9/3h),2.7,6/8,0/3h0/6h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-02-Ven. 21,23:00,12.8,12.8,7.7,S,3.7,--,9.3,71,1013.6(-0.5/3h),20,6/8,trace/1h,--
2025-02-Ven. 21,22:00,13.4,13.4,7.6,S,5.6,--,9.3,68,1013.5(-0.7/3h),20,6/8,0/1h,--
2025-02-Ven. 21,21:00,13.7,13.7,7.7,S,5.6,--,9.3,67,1013.8(-0.4/3h),20,7/8,0/3h,--
2025-02-Ven. 21,20:00,14.2,14.2,7.7,S,5.6,--,13.0,65,1014(0.0/3h),20,7/8,0/1h,--
2025-02-Ven. 21,19:00,14.3,14.2,7.8,S,7.4,--,11.1,65,1014.1(-0.1/3h),20,7/8,0/1h,--
2025-02-Ven. 21,18:00,14.5,14.5,7.5,SSE,5.6,--,11.1,63,1014.2(-0.5/3h),20,7/8,0/3h0/12h,--
2025-02-Ven. 21,17:00,15.2,15.2,7.5,S,7.4,--,16.7,60,1014(-1.3/3h),20,7/8,0/1h,--
2025-02-Ven. 21,16:00,15.9,15.9,7.9,S,7.4,--,13.0,59,1014.2(-1.8/3h),20,7/8,0/1h,--
2025-02-Ven. 21,15:00,16.1,16.1,8.3,S,7.4,--,16.7,60,1014.7(-2.2/3h),20,7/8,0/3h,--
2025-02-Ven. 21,14:00,16.0,16.0,8.5,S,7.4,--,13.0,61,1015.3(-2.5/3h),20,8/8,0/1h,--
2025-02-Ven. 21,13:00,15.8,15.8,8.8,S,7.4,--,13.0,63,1016(-2.4/3h),20,8/8,0/1h,--
2025-02-Ven. 21,12:00,15.2,15.2,8.7,S,7.4,--,13.0,65,1016.9(-1.9/3h),20,8/8,0/3h0/6h,--
2025-02-Ven. 21,11:00,14.8,14.7,8.7,S,7.4,--,13.0,67,1017.8(-1.3/3h),19,7/8,0/1h,--
2025-02-Ven. 21,10:00,14.4,14,9.0,S,9.3,--,13.0,70,1018.5(-1.1/3h),16,8/8,0/1h,--
2025-02-Ven. 21,09:00,12.6,12.6,8.5,S,5.6,--,11.1,76,1018.9(-0.9/3h),15,--,0/3h,--
2025-02-Ven. 21,08:00,11.4,11.4,8.3,S,3.7,--,7.4,81,1019.3(-1.3/3h),16,7/8,0/1h,--
2025-02-Ven. 21,07:00,10.4,10.4,8.0,SSE,1.9,--,5.6,85,1019.7(-1.1/3h),16,6/8,0/1h,--
2025-02-Ven. 21,06:00,10.5,10.5,8.4,S,3.7,--,7.4,87,1019.9(-1.2/3h),15,4/8,0/3h0/12h1.4/24h,--
2025-02-Ven. 21,05:00,10.6,10.6,8.7,SSE,3.7,--,5.6,88,1020.6(-1.2/3h),15,7/8,0/1h,--
2025-02-Ven. 21,04:00,11.5,11.3,8.9,S,5.6,--,9.3,84,1020.8(-1.8/3h),12,8/8,0/1h,--
2025-02-Ven. 21,03:00,11.4,11.2,9.0,S,5.6,--,9.3,85,1021.1(-1.8/3h),13,8/8,0/3h,--
2025-02-Ven. 21,02:00,11.4,11.4,9.1,S,3.7,--,7.4,86,1021.8(-1.2/3h),12,7/8,0/1h,--
2025-02-Ven. 21,01:00,11.4,11.4,9.3,S,3.7,--,5.6,87,1022.6(-0.2/3h),15,8/8,0/1h,--
2025-02-Ven. 21,00:00,11.2,11.2,9.1,S,3.7,--,7.4,87,1022.9(0.3/3h),15,8/8,0/3h0/6h,--
2025-02-Sam. 22,23:00,7.5,7.5,6.1,SSO,1.9,--,3.7,91,1026.5(2.0/3h),3.3,--,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-02-Sam. 22,22:00,6.3,6.3,5.9,S,3.7,--,3.7,97,1026.2(2.5/3h),6,--,0/1h,--
2025-02-Sam. 22,21:00,6.7,6.7,6.0,SO,1.9,--,3.7,95,1025.4(2.7/3h),8,--,0/3h,--
2025-02-Sam. 22,20:00,7.9,7.9,6.4,OSO,3.7,--,3.7,90,1024.5(2.9/3h),18,--,0/1h,--
2025-02-Sam. 22,19:00,9.7,9.7,7.1,SSO,3.7,--,5.6,84,1023.5(3.2/3h),25,--,0/1h,--
2025-02-Sam. 22,18:00,11.9,11.9,7.0,O,1.9,--,7.4,72,1022.5(3.2/3h),20,3/8,0/3h2/12h,Etat du ciel inchangé
2025-02-Sam. 22,17:00,12.8,12.8,6.6,ONO,5.6,--,13.0,66,1021.4(2.4/3h),20,5/8,0/1h,--
2025-02-Sam. 22,16:00,13.8,13.8,7.1,O,5.6,--,13.0,64,1020.1(2.5/3h),20,3/8,0/1h,--
2025-02-Sam. 22,15:00,13.5,12.9,7.3,O,9.3,--,18.5,66,1019.2(2.7/3h),20,4/8,0.4/3h,Nuages se dissipant
2025-02-Sam. 22,14:00,11.8,10.6,7.3,ONO,11.1,--,22.2,74,1019(2.9/3h),20,7/8,0.2/1h,Il y a des averses de pluie faibles à la station au moment de l'observation
2025-02-Sam. 22,12:00,11.7,10.5,9.4,OSO,11.1,--,20.4,86,1016.5(2.5/3h),20,7/8,0.8/3h2/6h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-02-Sam. 22,11:00,11.4,10.4,9.5,SO,9.3,--,16.7,88,1016.1(2.3/3h),10,8/8,trace/1h,"Il y a eu de la bruine ou de la neige en grains à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-02-Sam. 22,10:00,10.7,9.6,9.8,SO,9.3,--,16.7,94,1015(1.8/3h),4.8,8/8,0.2/1h,Il y a une bruine faible et intermittente à la station au moment de l'observation
2025-02-Sam. 22,09:00,10.6,10.3,9.4,SSO,5.6,--,13.0,92,1014.1(1.0/3h),9,8/8,0.8/3h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-02-Sam. 22,08:00,10.0,9.1,8.9,S,7.4,--,11.1,93,1013.8(1.2/3h),4,8/8,0.2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Sam. 22,07:00,9.8,9.4,8.6,S,5.6,--,9.3,92,1013.2(1.0/3h),10,7/8,0.6/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Sam. 22,06:00,10.1,10.1,8.0,S,3.7,--,7.4,87,1013.1(0.9/3h),6,7/8,--,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Sam. 22,05:00,10.6,10.6,7.5,S,3.7,--,7.4,81,1012.6(-0.1/3h),17,8/8,0.2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Sam. 22,04:00,11.1,11.1,6.8,S,3.7,--,7.4,75,1012.1(-1.0/3h),20,7/8,trace/1h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-02-Sam. 22,03:00,11.7,11.5,6.4,S,5.6,--,11.1,70,1012.1(-1.3/3h),20,7/8,trace/3h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-02-Sam. 22,02:00,12.0,11.9,6.3,SSE,5.6,--,11.1,68,1012.6(-1.0/3h),27,8/8,0/1h,--
2025-02-Sam. 22,01:00,12.3,12.2,6.8,SSE,5.6,--,9.3,69,1013.1(-0.4/3h),22,8/8,0/1h,--
2025-02-Sam. 22,00:00,12.6,12.6,7.5,SSE,3.7,--,9.3,71,1013.4(-0.5/3h),8,8/8,trace/3htrace/6h,--
2025-02-Dim. 23,23:00,10.8,10.1,6.5,SSO,7.4,--,13.0,75,1025.8(-0.8/3h),15,8/8,0/1h,--
2025-02-Dim. 23,22:00,10.4,9.6,6.3,S,7.4,--,13.0,76,1025.7(-1.4/3h),30,8/8,0/1h,--
2025-02-Dim. 23,21:00,10.9,10.6,6.6,S,5.6,--,11.1,75,1026.5(-0.7/3h),15,8/8,0/3h,--
2025-02-Dim. 23,20:00,11.4,11.2,6.9,S,5.6,--,13.0,74,1026.6(-0.2/3h),15,8/8,0/1h,--
2025-02-Dim. 23,19:00,11.6,11.4,7.3,SSO,5.6,--,9.3,75,1027.1(0.3/3h),15,7/8,0/1h,--
2025-02-Dim. 23,18:00,11.9,11.8,7.2,S,5.6,--,9.3,73,1027.2(0.3/3h),27,7/8,0/3h0/12h,--
2025-02-Dim. 23,17:00,12.7,12.7,7.6,SSO,5.6,--,9.3,71,1026.7(-1.0/3h),23,--,0/1h,--
2025-02-Dim. 23,16:00,13.2,12.9,7.6,SSO,7.4,--,18.5,69,1026.7(-1.9/3h),30,--,0/1h,--
2025-02-Dim. 23,15:00,14.4,13.8,7.0,SSO,11.1,--,20.4,61,1026.8(-2.4/3h),13,--,0/3h,--
2025-02-Dim. 23,14:00,14.7,14.1,6.5,SSO,11.1,--,18.5,58,1027.7(-2.0/3h),10,--,0/1h,--
2025-02-Dim. 23,13:00,13.8,13,6.9,SSO,11.1,--,20.4,63,1028.6(-1.1/3h),11,--,0/1h,--
2025-02-Dim. 23,12:00,13.3,12.7,6.6,SSO,9.3,--,14.8,64,1029.2(-0.6/3h),11,--,0/3h0/6h,--
2025-02-Dim. 23,11:00,11.8,11.2,7.7,SSO,7.4,--,16.7,76,1029.8(0.5/3h),10,--,0/1h,--
2025-02-Dim. 23,10:00,10.1,9.7,7.3,S,5.6,--,9.3,83,1029.9(0.9/3h),9,--,0/1h,--
2025-02-Dim. 23,09:00,7.6,6.8,6.1,S,5.6,--,9.3,90,1030.1(1.8/3h),8,--,0/3h,--
2025-02-Dim. 23,08:00,5.5,5.5,4.9,S,1.9,--,5.6,96,1029.5(1.3/3h),4.2,--,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-02-Dim. 23,07:00,4.4,4.4,4.1,OSO,1.9,--,3.7,98,1029.2(1.3/3h),4.4,--,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-02-Dim. 23,06:00,4.7,4.7,4.3,S,1.9,--,5.6,97,1028.4(0.6/3h),0.9,--,0.2/3h0.2/12h2.2/24h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, mais le ciel est visible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-02-Dim. 23,05:00,4.7,4.7,4.1,S,1.9,--,3.7,96,1028.3(0.4/3h),0.1,--,0.2/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, mais le ciel est visible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-02-Dim. 23,04:00,5.2,5.2,4.8,S,1.9,--,3.7,97,1027.8(0.6/3h),0.3,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, mais le ciel est visible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-02-Dim. 23,03:00,5.7,5.7,5.3,S,3.7,--,3.7,97,1027.7(0.7/3h),0.1,--,0/3h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, mais le ciel est visible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-02-Dim. 23,02:00,5.6,5.6,4.7,SO,1.9,--,3.7,94,1027.8(1.2/3h),0.1,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, mais le ciel est visible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-02-Dim. 23,01:00,6.7,6.7,5.6,SSO,1.9,--,3.7,93,1027.2(1.0/3h),0.4,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, mais le ciel est visible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-02-Dim. 23,00:00,7.1,7.1,5.7,SSO,1.9,--,3.7,91,1026.9(1.5/3h),5,--,0/3h0/6h,--
2025-02-Lun. 24,23:00,9.6,9.1,8.8,SSO,5.6,--,14.8,95,1018.3(-0.5/3h),10,8/8,0/1h,--
2025-02-Lun. 24,22:00,9.4,7.7,8.9,SO,11.1,--,16.7,97,1018.6(-0.7/3h),6,7/8,0/1h,--
2025-02-Lun. 24,21:00,9.2,8.7,8.7,S,5.6,--,9.3,97,1018.7(-0.4/3h),4.9,--,0/3h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-02-Lun. 24,20:00,9.3,8.8,8.5,S,5.6,--,9.3,95,1018.9(-0.1/3h),8,--,0/1h,--
2025-02-Lun. 24,19:00,9.8,9.4,8.9,SSO,5.6,--,7.4,94,1019.3(0.2/3h),9,--,0/1h,--
2025-02-Lun. 24,18:00,10.5,10.5,9.3,S,3.7,--,11.1,92,1019(0.5/3h),20,3/8,trace/3h1/12h,Etat du ciel inchangé
2025-02-Lun. 24,17:00,11.4,10.8,9.6,SO,7.4,--,18.5,89,1018.9(0.2/3h),20,4/8,0/1h,--
2025-02-Lun. 24,16:00,12.1,11.2,10.0,OSO,9.3,--,16.7,87,1019(0.4/3h),35,7/8,trace/1h,Nuages se dissipant
2025-02-Lun. 24,15:00,11.6,10.4,9.5,SO,11.1,--,20.4,87,1018.5(-0.5/3h),20,8/8,1/3h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-02-Lun. 24,14:00,12.0,11.1,9.4,SO,9.3,--,24.1,84,1018.7(-0.5/3h),10,8/8,0.8/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Lun. 24,13:00,13.5,12.4,7.0,SO,13.0,--,22.2,65,1018.5(-1.0/3h),20,8/8,trace/1h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-02-Lun. 24,12:00,12.9,11.7,7.3,SO,13.0,--,24.1,69,1018.9(-0.7/3h),20,8/8,trace/3htrace/6h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-02-Lun. 24,11:00,12.8,11.8,6.8,SSO,11.1,--,20.4,67,1019.1(-1.3/3h),20,8/8,0/1h,--
2025-02-Lun. 24,10:00,12.1,11.6,7.2,SSO,7.4,--,18.5,72,1019.6(-1.3/3h),20,8/8,0/1h,--
2025-02-Lun. 24,09:00,11.1,10.1,7.2,S,9.3,--,16.7,77,1019.7(-1.3/3h),20,8/8,0/3h,--
2025-02-Lun. 24,08:00,10.3,9.5,6.6,S,7.4,--,14.8,78,1020.6(-1.0/3h),20,8/8,0/1h,--
2025-02-Lun. 24,07:00,9.9,8.6,6.1,S,9.3,--,16.7,77,1021(-1.3/3h),50,7/8,0/1h,--
2025-02-Lun. 24,06:00,10.0,8.8,6.2,S,9.3,--,14.8,77,1021.1(-1.8/3h),35,8/8,0/3h0/12h0/24h,--
2025-02-Lun. 24,05:00,9.8,9.4,6.5,S,5.6,--,13.0,80,1021.6(-1.9/3h),15,8/8,0/1h,--
2025-02-Lun. 24,04:00,9.8,9.4,6.7,S,5.6,--,13.0,81,1022.3(-2.0/3h),30,8/8,0/1h,--
2025-02-Lun. 24,03:00,10.3,9.5,6.6,S,7.4,--,16.7,78,1022.9(-2.1/3h),35,6/8,0/3h,--
2025-02-Lun. 24,02:00,10.5,9.3,6.8,SSO,9.3,--,14.8,78,1023.5(-2.3/3h),26,8/8,0/1h,--
2025-02-Lun. 24,01:00,10.6,9.8,6.7,SSO,7.4,--,14.8,77,1024.3(-1.4/3h),27,8/8,0/1h,--
2025-02-Lun. 24,00:00,10.8,10.5,6.7,S,5.6,--,14.8,76,1025(-1.5/3h),40,8/8,0/3h0/6h,--
2025-02-Mar. 25,23:00,7.0,4.8,4.8,ONO,11.1,--,22.2,86,1019.4(2.3/3h),19,8/8,0.2/1h,--
2025-02-Mar. 25,22:00,7.1,5,4.9,ONO,11.1,--,18.5,86,1018.7(2.4/3h),18,6/8,0/1h,--
2025-02-Mar. 25,21:00,6.9,5.1,5.0,ONO,9.3,--,20.4,88,1018(3.1/3h),18,6/8,1/3h,Nuages se développant
2025-02-Mar. 25,20:00,6.4,4.5,4.4,ONO,9.3,--,20.4,87,1017.1(3.7/3h),10,6/8,0.8/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mar. 25,19:00,6.4,3.5,3.9,NO,14.8,--,27.8,84,1016.3(4.8/3h),10,7/8,0.4/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mar. 25,18:00,6.4,3.5,4.4,NO,14.8,--,27.8,87,1014.8(4.4/3h),10,8/8,3/3h23/12h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mar. 25,17:00,7.0,4.2,5.1,NO,14.8,--,31.5,88,1013.3(3.9/3h),10,8/8,0.8/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mar. 25,16:00,8.5,6.3,6.6,ONO,13.0,--,27.8,88,1011.3(2.5/3h),15,8/8,1/1h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-02-Mar. 25,15:00,8.7,6.1,7.6,NO,16.7,--,25.9,93,1010.3(1.7/3h),3,8/8,8/3h,Il y a de la pluie forte et continue à la station au moment de l'observation
2025-02-Mar. 25,14:00,9.2,7,7.8,NNO,14.8,--,25.9,91,1009.3(0.4/3h),8,8/8,3/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mar. 25,13:00,9.2,8.2,8.3,NNE,7.4,--,14.8,94,1008.8(-0.8/3h),6,8/8,2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mar. 25,12:00,9.3,7.9,8.8,N,9.3,--,18.5,97,1008.6(-1.9/3h),2.5,8/8,11/3h12/6h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mar. 25,11:00,9.1,7.4,8.6,NNE,11.1,--,16.7,97,1008.9(-2.3/3h),6,8/8,4/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mar. 25,10:00,9.0,7.6,8.4,NE,9.3,--,14.8,96,1009.6(-2.4/3h),6,7/8,3/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mar. 25,09:00,9.0,7.6,8.4,E,9.3,--,13.0,96,1010.5(-1.8/3h),5,7/8,1/3h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mar. 25,08:00,9.1,8.1,8.5,ENE,7.4,--,11.1,96,1011.2(-2.7/3h),6,7/8,0/1h,--
2025-02-Mar. 25,07:00,8.8,8.8,8.5,ESE,3.7,--,7.4,98,1012(-3.0/3h),5,7/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-02-Mar. 25,06:00,8.7,8.1,8.2,E,5.6,--,7.4,97,1012.3(-3.0/3h),5,8/8,0/3h0/12h1/24h,--
2025-02-Mar. 25,05:00,8.9,8.9,8.3,ESE,1.9,--,5.6,96,1013.9(-2.8/3h),6,8/8,0/1h,--
2025-02-Mar. 25,04:00,9.5,9.5,8.4,S,3.7,--,7.4,93,1015(-1.8/3h),13,8/8,0/1h,--
2025-02-Mar. 25,03:00,9.5,9.5,8.4,SSE,3.7,--,5.6,93,1015.3(-2.2/3h),13,8/8,0/3h,--
2025-02-Mar. 25,02:00,9.8,9.4,8.9,S,5.6,--,9.3,94,1016.7(-1.6/3h),11,8/8,0/1h,--
2025-02-Mar. 25,01:00,9.7,9.2,8.8,S,5.6,--,9.3,94,1016.8(-1.7/3h),15,8/8,0/1h,--
2025-02-Mar. 25,00:00,9.6,9.6,8.8,S,3.7,--,7.4,95,1017.5(-1.1/3h),11,8/8,0/3h0/6h,--
2025-02-Mer. 26,23:00,6.6,5.2,4.9,O,7.4,--,11.1,89,1017.8(1.2/3h),25,--,0/1h,--
2025-02-Mer. 26,22:00,7.6,6.3,6.1,OSO,7.4,--,11.1,90,1017.3(1.1/3h),10,5/8,0/1h,--
2025-02-Mer. 26,21:00,7.8,7.1,6.4,OSO,5.6,--,14.8,91,1016.8(0.7/3h),10,6/8,trace/3h,Nuages se développant
2025-02-Mer. 26,20:00,7.9,7.2,6.7,SSO,5.6,--,11.1,92,1016.5(-0.1/3h),10,4/8,0/1h,--
2025-02-Mer. 26,19:00,8.2,7,7.0,SO,7.4,--,18.5,92,1016.2(-0.7/3h),27,8/8,trace/1h,Ciel clair
2025-02-Mer. 26,18:00,8.1,6.2,7.0,SSO,11.1,--,18.5,93,1016.1(-1.6/3h),7,7/8,3/3h3/12h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mer. 26,17:00,8.1,6.5,6.6,S,9.3,--,18.5,90,1016.6(-2.2/3h),7,7/8,2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mer. 26,16:00,9.0,7.2,5.9,S,11.1,--,22.2,81,1016.9(-2.9/3h),10,7/8,0.6/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-02-Mer. 26,15:00,10.1,8.3,4.9,SSO,13.0,--,24.1,70,1017.6(-3.2/3h),20,7/8,0/3h,--
2025-02-Mer. 26,14:00,10.2,8.4,4.1,SSO,13.0,--,22.2,66,1018.7(-2.9/3h),30,7/8,0/1h,--
2025-02-Mer. 26,13:00,10.3,9.1,4.2,SO,9.3,--,20.4,66,1019.7(-2.1/3h),20,7/8,0/1h,--
2025-02-Mer. 26,12:00,9.3,7.9,5.5,SSO,9.3,--,16.7,77,1020.9(-1.3/3h),18,--,0/3h0/6h,--
2025-02-Mer. 26,11:00,8.0,6.8,5.3,SSO,7.4,--,13.0,83,1021.8(-0.5/3h),20,5/8,0/1h,--
2025-02-Mer. 26,10:00,6.5,5,5.1,SO,7.4,--,11.1,91,1022(-0.1/3h),20,5/8,0/1h,--
2025-02-Mer. 26,09:00,4.7,2.9,4.1,OSO,7.4,--,13.0,96,1022.4(0.8/3h),9,6/8,0/3h,--
2025-02-Mer. 26,08:00,3.9,2,3.5,OSO,7.4,--,13.0,97,1022.4(1.0/3h),6,8/8,0/1h,--
2025-02-Mer. 26,07:00,3.1,1.1,2.5,O,7.4,--,11.1,96,1022.3(1.0/3h),20,0/8,0/1h,--
2025-02-Mer. 26,06:00,3.4,1.4,2.7,O,7.4,--,11.1,95,1021.6(0.6/3h),20,0/8,0/3h1/12h24.2/24h,--
2025-02-Mer. 26,05:00,3.5,1.5,2.8,OSO,7.4,--,11.1,95,1021.4(0.6/3h),20,0/8,0/1h,--
