Date,Heure,T l'air à deux mètres du sol (°C),T ressentie au vent (°C),T du point de rosée (°C),Direction du vent (km/h),Vitesse du vent lors de la mesure (km/h),Vitesse moyenne du vent sur la dernière heure (km/h),Vitesse du vent maximum sur la dernière heure (km/h),Humidité relative (%),Pression atmosphérique ramenée au niveau de la mer (hPa),Visibilité (Km),Nebulosité (octa),Précipitations (mm/heure(s)),Conditions observées à la station
2025-01-Mar. 21,00:00,-1.4,-1.4,-1.5,ENE,3.7,--,3.7,99,1019(-0.2/3h),0.2,--,0/3h0/6h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard dépose du givre blanc"
2025-01-Mer. 22,23:00,5.9,4.3,4.9,NNO,7.4,--,14.8,93,1002.3(2.8/3h),10,8/8,0.4/1h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Mer. 22,22:00,6.4,4.5,5.5,NNO,9.3,--,18.5,94,1001.3(1.6/3h),6,8/8,2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 22,21:00,7.4,5.7,6.5,NNO,9.3,--,20.4,94,1000.4(0.1/3h),4.5,8/8,11/3h,Il y a de la pluie modérée et continue à la station au moment de l'observation
2025-01-Mer. 22,20:00,8.5,8.5,8.4,NO,3.7,--,5.6,99,999.4(-1.3/3h),1.6,8/8,4/1h,Il y a de la pluie modérée et continue à la station au moment de l'observation
2025-01-Mer. 22,19:00,8.7,8.7,8.6,NNO,1.9,--,3.7,99,999.6(-1.7/3h),0.6,8/8,4/1h,Il y a de la pluie forte et continue à la station au moment de l'observation
2025-01-Mer. 22,18:00,8.5,8.5,8.2,ENE,1.9,--,3.7,98,1000.3(-1.6/3h),0.4,8/8,7/3h7/12h,Il y a de la pluie modérée et continue à la station au moment de l'observation
2025-01-Mer. 22,17:00,8.4,8.4,8.0,NNO,0.0,--,1.9,97,1000.7(-1.5/3h),1.3,8/8,2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 22,16:00,9.0,9.0,8.2,NNO,0.0,--,5.6,95,1001.3(-1.6/3h),8,8/8,1/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 22,15:00,9.5,9.5,8.1,S,3.7,--,7.4,91,1001.9(-1.8/3h),10,8/8,trace/3h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Mer. 22,14:00,9.1,8.6,7.7,S,5.6,--,9.3,91,1002.2(-2.3/3h),10,8/8,0/1h,--
2025-01-Mer. 22,13:00,8.7,8.1,7.3,S,5.6,--,11.1,91,1002.9(-2.1/3h),10,8/8,0/1h,--
2025-01-Mer. 22,12:00,8.5,7.4,7.3,S,7.4,--,11.1,92,1003.7(-1.5/3h),10,8/8,trace/3htrace/6h,--
2025-01-Mer. 22,11:00,7.2,6.4,6.6,S,5.6,--,9.3,96,1004.6(-0.5/3h),8,8/8,0/1h,--
2025-01-Mer. 22,10:00,6.3,6.3,5.9,S,3.7,--,9.3,97,1005.1(-0.6/3h),5,8/8,trace/1h,Ciel clair
2025-01-Mer. 22,09:00,5.5,5.5,5.2,S,3.7,--,7.4,98,1005.4(-0.6/3h),4,8/8,trace/3h,Il y a une bruine faible et intermittente à la station au moment de l'observation
2025-01-Mer. 22,08:00,4.7,4.7,4.4,S,3.7,--,5.6,98,1005.2(-1.0/3h),2.2,8/8,trace/1h,Il y a une bruine faible et intermittente à la station au moment de l'observation
2025-01-Mer. 22,07:00,4.4,4.4,4.0,S,3.7,--,5.6,97,1005.8(-0.8/3h),2.4,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mer. 22,06:00,3.7,3.7,2.8,SSE,1.9,--,3.7,94,1006.1(-1.3/3h),5,8/8,0/3h0/12h0/24h,--
2025-01-Mer. 22,05:00,3.0,3.0,2.3,SSE,1.9,--,3.7,95,1006.3(-1.7/3h),5,8/8,0/1h,--
2025-01-Mer. 22,04:00,2.4,2.4,1.8,SSE,1.9,--,3.7,96,1006.7(-1.8/3h),3.4,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mer. 22,03:00,2.4,2.4,2.0,SSE,1.9,--,3.7,97,1007.4(-1.7/3h),2.6,8/8,0/3h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mer. 22,02:00,2.3,2.3,2.0,NNO,0.0,--,1.9,98,1008(-1.6/3h),2.3,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mer. 22,01:00,0.6,0.6,0.2,E,1.9,--,3.7,97,1008.6(-1.7/3h),2.7,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mer. 22,00:00,1.5,1.5,1.4,NNO,0.0,--,3.7,99,1009.2(-1.6/3h),2.7,8/8,0/3h0/6h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Jeu. 23,23:00,8.2,6.3,5.7,SSO,11.1,--,22.2,84,1011(0.2/3h),35,8/8,0/1h,--
2025-01-Jeu. 23,22:00,8.0,5.7,5.5,SO,13.0,--,24.1,84,1011.2(0.5/3h),35,8/8,0/1h,--
2025-01-Jeu. 23,21:00,8.0,6,5.5,SO,11.1,--,24.1,84,1011.1(0.1/3h),35,8/8,0/3h,--
2025-01-Jeu. 23,20:00,7.8,5.5,4.9,SO,13.0,--,24.1,82,1010.8(-0.3/3h),30,8/8,0/1h,--
2025-01-Jeu. 23,19:00,7.5,5.1,4.4,SSO,13.0,--,24.1,81,1010.8(-0.4/3h),30,7/8,0/1h,--
2025-01-Jeu. 23,18:00,7.0,4.8,4.6,SSO,11.1,--,22.2,85,1011.1(-0.7/3h),20,7/8,0.2/3h0.2/12h,Nuages se dissipant
2025-01-Jeu. 23,17:00,7.2,4.8,4.3,SSO,13.0,--,22.2,82,1011.2(-0.5/3h),20,7/8,trace/1h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Jeu. 23,16:00,7.8,5.5,3.8,SSO,13.0,--,24.1,76,1011.2(0.6/3h),30,7/8,0/1h,--
2025-01-Jeu. 23,15:00,7.6,5.9,3.8,SSO,9.3,--,20.4,77,1011.8(-0.9/3h),20,7/8,0/3h,--
2025-01-Jeu. 23,14:00,7.1,5.3,4.1,SSO,9.3,--,18.5,81,1011.7(-1.0/3h),22,8/8,0/1h,--
2025-01-Jeu. 23,13:00,6.2,4.2,3.5,S,9.3,--,18.5,83,1010.6(-2.2/3h),15,6/8,0/1h,--
2025-01-Jeu. 23,12:00,6.3,3.7,4.0,SSO,13.0,--,24.1,85,1012.7(0.4/3h),12,7/8,0/3h0/6h,--
2025-01-Jeu. 23,11:00,6.6,4.4,3.0,SO,11.1,--,18.5,78,1012.7(0.9/3h),15,--,0/1h,--
2025-01-Jeu. 23,10:00,6.7,4.5,2.8,SO,11.1,--,14.8,76,1012.8(1.1/3h),12,--,0/1h,--
2025-01-Jeu. 23,09:00,5.2,4.1,2.5,SSO,5.6,--,9.3,83,1012.4(1.7/3h),11,3/8,0/3h,--
2025-01-Jeu. 23,08:00,4.4,3.2,2.7,SSO,5.6,--,9.3,89,1011.9(2.1/3h),10,--,0/1h,--
2025-01-Jeu. 23,07:00,4.5,2.7,2.5,SO,7.4,--,11.1,87,1011.8(3.2/3h),8,--,0/1h,--
2025-01-Jeu. 23,06:00,4.9,4.9,2.8,OSO,3.7,--,9.3,86,1010.7(3.6/3h),10,8/8,0/3h13/12h19.6/24h,--
2025-01-Jeu. 23,05:00,5.1,4,2.4,O,5.6,--,16.7,83,1009.7(3.8/3h),12,8/8,0/1h,--
2025-01-Jeu. 23,04:00,5.7,4.1,3.0,ONO,7.4,--,22.2,83,1008.5(3.6/3h),11,8/8,0/1h,--
2025-01-Jeu. 23,03:00,5.6,4,4.7,ONO,7.4,--,11.1,94,1007(3.1/3h),8,8/8,trace/3h,--
2025-01-Jeu. 23,02:00,5.4,3.8,4.7,ONO,7.4,--,11.1,95,1005.9(3.5/3h),7,8/8,trace/1h,--
2025-01-Jeu. 23,01:00,5.4,4.3,4.4,ONO,5.6,--,13.0,93,1004.9(3.5/3h),15,8/8,trace/1h,--
2025-01-Jeu. 23,00:00,5.5,3.4,4.5,NNO,9.3,--,16.7,93,1003.9(3.3/3h),10,8/8,2/3h13/6h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Ven. 24,23:00,11.6,10.7,8.3,S,9.3,--,16.7,80,1003.5(-1.2/3h),15,8/8,0.2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Ven. 24,22:00,12.2,11.4,7.9,SSO,9.3,--,22.2,75,1004.1(-0.7/3h),25,8/8,trace/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Ven. 24,21:00,12.7,11.7,7.8,SSO,11.1,--,27.8,72,1004.5(-0.5/3h),15,8/8,trace/3h,Nuages se dissipant
2025-01-Ven. 24,20:00,12.7,11.5,8.4,SSO,13.0,--,24.1,75,1004.7(0.0/3h),15,8/8,0/1h,--
2025-01-Ven. 24,19:00,12.1,10.7,8.4,SSO,13.0,--,25.9,78,1004.8(-0.1/3h),10,8/8,trace/1h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Ven. 24,18:00,11.2,9.4,9.1,SSO,14.8,--,27.8,87,1005(-0.1/3h),11,8/8,trace/3h1/12h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Ven. 24,17:00,12.1,10.7,7.8,SSO,13.0,--,27.8,75,1004.7(-0.7/3h),10,8/8,trace/1h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Ven. 24,16:00,11.7,9.8,7.2,SSO,16.7,--,33.3,74,1004.9(-1.0/3h),8,8/8,trace/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Ven. 24,15:00,11.5,10,7.0,SSO,13.0,--,37.0,74,1005.1(-1.3/3h),15,8/8,0.6/3h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Ven. 24,14:00,10.6,8.3,7.3,SO,18.5,--,33.3,80,1005.5(-1.2/3h),10,8/8,0.2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Ven. 24,13:00,9.9,8.1,7.5,SSO,13.0,--,33.3,85,1006(-0.5/3h),11,8/8,0.4/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Ven. 24,12:00,9.6,7.4,6.9,SSO,14.8,--,29.6,83,1006.5(0.0/3h),10,8/8,0.6/3h0.6/6h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Ven. 24,11:00,10.3,8.1,5.5,SSO,16.7,--,29.6,72,1006.7(-0.3/3h),30,8/8,trace/1h,Ciel clair
2025-01-Ven. 24,10:00,8.6,5.8,5.0,SSO,18.5,--,27.8,78,1006.6(-0.7/3h),15,8/8,trace/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Ven. 24,09:00,7.5,5.1,3.9,S,13.0,--,20.4,78,1006.6(-1.0/3h),15,8/8,trace/3h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Ven. 24,08:00,7.2,5.1,3.2,SSO,11.1,--,20.4,76,1007.1(-1.5/3h),20,8/8,0/1h,--
2025-01-Ven. 24,07:00,6.9,5.1,3.3,S,9.3,--,20.4,78,1007.3(-1.4/3h),10,8/8,0/1h,--
2025-01-Ven. 24,06:00,7.0,4.8,3.2,SSO,11.1,--,20.4,77,1007.6(-2.0/3h),45,8/8,0/3h0/12h0.2/24h,--
2025-01-Ven. 24,05:00,7.3,5.2,3.7,SSO,11.1,--,22.2,78,1008.6(-2.0/3h),45,8/8,0/1h,--
2025-01-Ven. 24,04:00,7.4,5.3,4.0,SSO,11.1,--,24.1,79,1008.7(-2.2/3h),45,8/8,0/1h,--
2025-01-Ven. 24,03:00,7.7,5.7,4.1,SSO,11.1,--,20.4,78,1009.6(-1.7/3h),45,8/8,0/3h,--
2025-01-Ven. 24,02:00,7.5,5.1,4.4,SSO,13.0,--,22.2,81,1010.7(-0.4/3h),40,8/8,0/1h,--
2025-01-Ven. 24,01:00,7.6,5.2,4.9,SSO,13.0,--,27.8,83,1011(-0.3/3h),40,8/8,0/1h,--
2025-01-Ven. 24,00:00,7.8,5.5,5.3,SSO,13.0,--,22.2,84,1011.4(0.2/3h),40,8/8,0/3h0/6h,--
2025-01-Sam. 25,23:00,5.5,3,4.6,N,11.1,--,20.4,94,1006.3(1.8/3h),4.6,8/8,1/1h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Sam. 25,22:00,6.8,4.6,6.2,NNO,11.1,--,20.4,96,1004.9(0.6/3h),3,8/8,3/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Sam. 25,21:00,8.7,8.1,7.9,SO,5.6,--,9.3,95,1004.7(-0.3/3h),8,8/8,3/3h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Sam. 25,20:00,8.2,8.2,7.9,NO,1.9,--,11.1,98,1004.4(-1.1/3h),2.7,8/8,1/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Sam. 25,19:00,7.8,6.6,7.4,ENE,7.4,--,9.3,97,1004.3(-1.4/3h),2.2,8/8,2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Sam. 25,18:00,8.0,7.3,7.4,E,5.6,--,11.1,96,1005.1(-1.0/3h),3.8,8/8,3/3h3/12h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Sam. 25,17:00,8.2,7,7.4,E,7.4,--,11.1,95,1005.5(-1.2/3h),6,8/8,1/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Sam. 25,16:00,8.7,8.1,7.5,ESE,5.6,--,7.4,92,1005.6(-1.4/3h),15,8/8,0.2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Sam. 25,15:00,9.4,9.4,6.8,N,3.7,--,11.1,84,1006(-2.1/3h),25,8/8,trace/3h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Sam. 25,14:00,9.6,9.6,6.7,NO,1.9,--,9.3,82,1006.6(-1.2/3h),25,8/8,trace/1h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Sam. 25,13:00,9.8,9.8,7.0,O,1.9,--,7.4,83,1007(-0.7/3h),25,8/8,trace/1h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Sam. 25,12:00,9.4,9.4,6.5,OSO,3.7,--,5.6,82,1008.2(1.6/3h),55,8/8,0/3h0.2/6h,Ciel clair
2025-01-Sam. 25,11:00,9.3,9.3,6.4,O,1.9,--,7.4,82,1007.9(2.4/3h),55,8/8,0/1h,--
2025-01-Sam. 25,10:00,9.1,9.1,6.5,OSO,3.7,--,11.1,84,1007.8(4.1/3h),20,7/8,0/1h,--
2025-01-Sam. 25,09:00,8.8,8.8,7.1,O,3.7,--,9.3,89,1006.6(3.8/3h),55,7/8,0.2/3h,--
2025-01-Sam. 25,08:00,9.4,8,7.3,NO,9.3,--,24.1,87,1005.4(3.1/3h),16,8/8,0.2/1h,--
2025-01-Sam. 25,07:00,11.7,10.2,7.8,SO,13.0,--,25.9,77,1003.5(1.1/3h),20,7/8,0/1h,--
2025-01-Sam. 25,06:00,12.3,11,7.4,SSO,13.0,--,27.8,72,1002.6(-0.3/3h),15,8/8,trace/3h0.8/12h2/24h,Nuages se développant
2025-01-Sam. 25,05:00,11.7,10.2,7.0,SSO,13.0,--,22.2,73,1002.2(-1.0/3h),15,8/8,0/1h,--
2025-01-Sam. 25,04:00,11.4,10.1,7.9,SSO,11.1,--,20.4,79,1002.4(-1.2/3h),40,8/8,trace/1h,Ciel clair
2025-01-Sam. 25,03:00,11.6,10.7,7.5,SSO,9.3,--,24.1,76,1002.9(-0.9/3h),15,8/8,0.2/3h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Sam. 25,02:00,12.5,11.2,6.7,SSO,13.0,--,22.2,68,1003.2(-0.3/3h),50,8/8,trace/1h,--
2025-01-Sam. 25,01:00,11.9,11,7.0,SSO,9.3,--,22.2,72,1003.6(-0.5/3h),55,8/8,trace/1h,--
2025-01-Sam. 25,00:00,11.3,10.3,8.3,S,9.3,--,16.7,82,1003.8(-0.7/3h),40,8/8,0.6/3h0.6/6h,--
2025-01-Dim. 26,23:00,8.8,7,7.4,S,11.1,--,24.1,91,992.4(-3.2/3h),5,8/8,2/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Dim. 26,22:00,9.5,7.6,6.6,S,13.0,--,24.1,82,993.7(-2.9/3h),15,8/8,0.4/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Dim. 26,21:00,9.9,8.3,6.6,SSO,11.1,--,22.2,80,994.8(-1.9/3h),15,8/8,trace/3h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Dim. 26,20:00,10.1,8.1,6.2,S,14.8,--,27.8,77,995.6(-2.1/3h),30,8/8,0/1h,--
2025-01-Dim. 26,19:00,9.8,8.2,6.3,SSO,11.1,--,25.9,79,996.6(-1.9/3h),30,8/8,0/1h,--
2025-01-Dim. 26,18:00,9.2,7.2,5.6,S,13.0,--,25.9,78,996.7(-3.0/3h),50,8/8,trace/3h0.8/12h,--
2025-01-Dim. 26,17:00,9.1,6.8,5.1,S,14.8,--,25.9,76,997.8(-4.1/3h),50,8/8,0/1h,--
2025-01-Dim. 26,16:00,7.0,4.5,4.8,S,13.0,--,24.1,86,998.6(-5.1/3h),45,8/8,trace/1h,--
2025-01-Dim. 26,15:00,6.3,4,4.1,S,11.1,--,20.4,86,999.9(-5.7/3h),15,8/8,0.8/3h,--
2025-01-Dim. 26,14:00,6.0,3.6,3.5,SSE,11.1,--,20.4,84,1002(-5.0/3h),16,8/8,0.4/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Dim. 26,13:00,6.0,3.6,2.6,S,11.1,--,18.5,79,1003.8(-3.5/3h),13,8/8,trace/1h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Dim. 26,12:00,5.0,2.8,2.4,SSE,9.3,--,14.8,83,1005.7(-3.8/3h),55,8/8,0/3h0/6h,--
2025-01-Dim. 26,11:00,4.1,1.7,2.0,SSE,9.3,--,18.5,86,1007.2(-4.2/3h),40,8/8,0/1h,--
2025-01-Dim. 26,10:00,3.3,0.8,1.3,SE,9.3,--,16.7,87,1007.5(-4.3/3h),35,7/8,0/1h,--
2025-01-Dim. 26,09:00,2.4,-0.3,0.9,SSE,9.3,--,20.4,90,1009.7(-3.0/3h),35,8/8,0/3h,--
2025-01-Dim. 26,08:00,2.2,-0.9,0.9,S,11.1,--,22.2,91,1011.5(-1.1/3h),30,8/8,0/1h,--
2025-01-Dim. 26,07:00,1.7,-1.1,0.7,S,9.3,--,14.8,93,1011.9(-0.3/3h),28,8/8,0/1h,--
2025-01-Dim. 26,06:00,2.6,0.5,1.1,SSO,7.4,--,14.8,90,1012.7(0.4/3h),8,8/8,trace/3h8/12h11.7/24h,--
2025-01-Dim. 26,05:00,2.6,0.5,1.6,SO,7.4,--,11.1,93,1012.6(1.1/3h),8,5/8,trace/1h,--
2025-01-Dim. 26,04:00,2.7,2.7,1.4,OSO,3.7,--,13.0,91,1012.2(2.8/3h),50,7/8,trace/1h,--
2025-01-Dim. 26,03:00,3.3,0.4,1.7,O,11.1,--,14.8,89,1012.2(4.2/3h),35,8/8,0.2/3h,--
2025-01-Dim. 26,02:00,3.3,1.3,2.1,O,7.4,--,18.5,92,1011.4(5.0/3h),19,8/8,trace/1h,Il y a de la pluie faible et continue à la station au moment de l'observation
2025-01-Dim. 26,01:00,3.3,0.4,2.4,NO,11.1,--,20.4,94,1009.3(4.2/3h),8,8/8,0.2/1h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Dim. 26,00:00,4.3,1.6,3.1,NNO,11.1,--,20.4,92,1008(3.0/3h),9,8/8,5/3h8/6h,Il y a de la pluie faible et intermittente à la station au moment de l'observation
2025-01-Lun. 27,23:00,7.7,5.4,4.6,SSO,13.0,--,24.1,81,994.2(-0.5/3h),20,5/8,0/1h,--
2025-01-Lun. 27,22:00,8.2,6,4.4,SSO,13.0,--,25.9,77,994.8(0.1/3h),20,7/8,0/1h,--
2025-01-Lun. 27,21:00,8.3,6.1,4.5,SSO,13.0,--,25.9,77,994.6(-0.4/3h),20,6/8,0/3h,--
2025-01-Lun. 27,20:00,8.3,5.8,4.5,SSO,14.8,--,31.5,77,994.7(0.3/3h),20,6/8,0/1h,--
2025-01-Lun. 27,19:00,8.2,6.3,4.8,SSO,11.1,--,22.2,79,994.7(1.0/3h),20,6/8,0/1h,--
2025-01-Lun. 27,18:00,8.1,5.9,4.3,SSO,13.0,--,24.1,77,995(1.2/3h),20,2/8,0.4/3h4/12h,Etat du ciel inchangé
2025-01-Lun. 27,17:00,8.6,6.8,4.6,SO,11.1,--,24.1,76,994.3(0.5/3h),20,4/8,0/1h,--
2025-01-Lun. 27,16:00,9.5,7.3,5.9,SO,14.8,--,29.6,78,993.6(-0.5/3h),20,7/8,0.4/1h,Nuages se développant
2025-01-Lun. 27,15:00,8.9,6.3,6.2,SSO,16.7,--,31.5,83,993.7(-1.3/3h),4.5,8/8,1/3h,Il y a des averses de pluie modérées ou fortes à la station au moment de l'observation
2025-01-Lun. 27,14:00,11.5,9.8,6.2,SO,14.8,--,33.3,70,993.7(-2.3/3h),11,7/8,0/1h,--
2025-01-Lun. 27,13:00,11.3,9.8,5.6,SO,13.0,--,25.9,68,994(-1.4/3h),16,--,0.2/1h,--
2025-01-Lun. 27,12:00,9.7,8.1,6.2,SO,11.1,--,25.9,79,995(0.6/3h),17,--,3/3h3/6h,Ciel clair
2025-01-Lun. 27,11:00,8.3,5.4,5.9,SO,18.5,--,29.6,85,996.2(2.7/3h),7,7/8,trace/1h,Il y a des averses de pluie faibles à la station au moment de l'observation
2025-01-Lun. 27,10:00,8.9,6.8,6.2,SO,13.0,--,27.8,83,995.5(3.1/3h),19,7/8,2/1h,Ciel clair
2025-01-Lun. 27,09:00,10.5,8.6,7.0,SO,14.8,--,25.9,79,994.4(1.9/3h),10,7/8,0.2/3h,Il y a des averses de pluie faibles à la station au moment de l'observation
2025-01-Lun. 27,08:00,10.2,8.4,7.1,SO,13.0,--,24.1,81,993.4(1.5/3h),40,--,0/1h,--
2025-01-Lun. 27,07:00,10.7,9.3,7.0,SO,11.1,--,27.8,78,992.3(0.8/3h),35,--,0/1h,--
2025-01-Lun. 27,06:00,10.8,9.4,7.1,SSO,11.1,--,22.2,78,992.4(1.5/3h),25,6/8,0/3h3/12h4.2/24h,--
2025-01-Lun. 27,05:00,10.8,9.4,6.7,SO,11.1,--,27.8,76,991.8(2.5/3h),25,6/8,0/1h,--
2025-01-Lun. 27,04:00,11.4,9.5,7.5,SO,16.7,--,31.5,77,991.5(2.6/3h),55,8/8,0/1h,--
2025-01-Lun. 27,03:00,11.8,10,8.8,SO,16.7,--,33.3,82,990.9(0.7/3h),55,7/8,trace/3h,--
2025-01-Lun. 27,02:00,11.3,9.2,9.7,SSO,18.5,--,37.0,90,989.3(-3.0/3h),55,8/8,trace/1h,--
2025-01-Lun. 27,01:00,10.6,8.3,8.9,S,18.5,--,35.2,89,988.9(-4.7/3h),25,8/8,0/1h,--
2025-01-Lun. 27,00:00,9.2,7,7.8,S,14.8,--,31.5,91,990.3(-4.5/3h),25,8/8,3/3h3/6h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Mar. 28,23:00,8.5,5.9,5.8,O,16.7,--,35.2,83,1002.3(4.2/3h),40,7/8,1/1h,"Il est tombé de la pluie (non sous forme d'averses) à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Mar. 28,22:00,8.6,6,5.7,O,16.7,--,27.8,82,1001(3.6/3h),15,7/8,0.2/1h,Il y a des averses de pluie faibles à la station au moment de l'observation
2025-01-Mar. 28,21:00,9.1,6.6,5.5,OSO,16.7,--,29.6,78,999.1(2.6/3h),15,7/8,trace/3h,Il y a des averses de pluie faibles à la station au moment de l'observation
2025-01-Mar. 28,20:00,9.4,7,5.4,OSO,16.7,--,27.8,76,998(2.6/3h),15,6/8,0/1h,--
2025-01-Mar. 28,19:00,8.8,6.5,5.7,OSO,14.8,--,24.1,81,997.4(2.5/3h),15,6/8,0/1h,--
2025-01-Mar. 28,18:00,9.4,7.2,5.8,OSO,14.8,--,31.5,78,996.4(2.1/3h),55,6/8,trace/3h1/12h,"Il y a eu une averse de pluie à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Mar. 28,17:00,10.0,8.5,5.8,SO,11.1,--,20.4,75,995.4(1.6/3h),12,5/8,0/1h,--
2025-01-Mar. 28,16:00,10.9,9.3,6.4,SO,13.0,--,25.9,74,994.8(0.9/3h),17,4/8,trace/1h,Etat du ciel inchangé
2025-01-Mar. 28,15:00,11.1,9.3,7.2,SO,14.8,--,27.8,77,994.2(0.4/3h),12,7/8,trace/3h,Il y a des averses de pluie faibles à la station au moment de l'observation
2025-01-Mar. 28,14:00,10.8,9.1,7.5,SSO,13.0,--,25.9,80,993.7(-0.2/3h),12,6/8,0/1h,--
2025-01-Mar. 28,13:00,9.8,7.9,7.0,SSO,13.0,--,27.8,83,993.9(0.3/3h),30,8/8,trace/1h,--
2025-01-Mar. 28,12:00,8.9,6.6,6.7,SSO,14.8,--,25.9,86,993.9(0.6/3h),18,8/8,trace/3h1/6h,Ciel clair
2025-01-Mar. 28,11:00,8.1,5.9,6.1,SSO,13.0,--,27.8,87,994.1(1.0/3h),10,8/8,trace/1h,"Il y a eu une averse de pluie à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Mar. 28,10:00,7.7,5.1,5.7,SSO,14.8,--,25.9,87,993.7(0.6/3h),12,8/8,trace/1h,--
2025-01-Mar. 28,09:00,7.2,4.8,5.2,SSO,13.0,--,29.6,87,993.4(0.2/3h),15,7/8,1/3h,"Il y a eu une averse de pluie à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Mar. 28,08:00,7.0,4.5,4.6,S,13.0,--,25.9,85,993.1(-0.1/3h),12,8/8,0.6/1h,Il y a des averses de pluie faibles à la station au moment de l'observation
2025-01-Mar. 28,07:00,7.0,4.2,4.3,S,14.8,--,25.9,83,993.1(0.1/3h),20,7/8,trace/1h,Il y a des averses de pluie faibles à la station au moment de l'observation
2025-01-Mar. 28,06:00,7.4,4.7,3.4,S,14.8,--,25.9,76,993.2(1.5/3h),20,7/8,0/3h0/12h4.2/24h,--
